,Sentiment,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
1220,1,1,199,1169,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4457,1,38040,209,143,1,585,11246,9007,2132,387,1,1503,1742,1058,111,49,8,5012,135,1,14,441,696,1,0,0
3694,1,1,193,640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1074,1,10099,5033,38,2203,606,38,1046,554,9,276,1,6,60,16651,4603,209,37058,325,1384,0,0,0,0,0,0
1183,1,199,1,372,672,4627,125,672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3951,0,424,6976,407,262,241,48,95,1046,16088,42083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4371,1,2505,244,375,3746,1479,672,6532,1,1,20725,14,441,696,1,0,0,0,0,0,0,0,0,0,0,0
731,1,1,48,571,5094,506,4058,424,8,1764,619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4414,1,1,1,1503,3512,11444,7499,193,48772,1,455,129,17,14,441,696,1,0,0,0,0,0,0,0,0,0
3671,0,21772,53,850,127,255,42661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2245,0,18055,1234,1811,3063,584,22,7858,1510,22,193,2649,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2177,1,1576,21772,224,1510,79584,7859,7535,31660,1384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1822,1,74407,1,325,13327,216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350,0,16433,591,8,45590,5192,1631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1995,1,49,219,17,2,232,8935,26348,140,1,167,88,2,20,2,654,2850,1,0,0,0,0,0,0,0,0
4458,1,38040,1742,143,1479,585,9007,832,387,5183,2506,32,1853,9894,9,2915,2216,1643,2403,38040,9007,1,0,0,0,0
1964,0,6512,21,230,625,3746,1242,33068,584,372,7267,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3897,1,21772,237,10,15,1,146,683,1604,521,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
655,0,42083,3301,418,37,23,6,3059,3607,182,34360,1178,2875,219,48399,573,0,0,0,0,0,0,0,0,0,0
2643,0,160,73788,332,5439,658,96,22,2592,178,769,1239,15,3,1503,0,0,0,0,0,0,0,0,0,0,0
2742,1,1576,42083,1416,610,71,22,1,8180,746,142,6,1216,8210,353,255,810,0,0,0,0,0,0,0,0,0
1323,1,8847,83424,548,1,65,9330,8847,1046,83424,143,8396,23,1762,0,0,0,0,0,0,0,0,0,0,0,0
3366,0,541,33107,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3919,1,1,53,397,1,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
297,0,275,181,11,6864,39,1223,37493,188,271,6591,77148,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2346,1,25050,5378,262,2672,3,2586,1,8286,37058,288,37,6,0,0,0,0,0,0,0,0,0,0,0,0,0
1534,1,45344,300,224,730,2035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2754,0,1,147,2079,328,4221,931,96,931,1,6027,10102,18723,1,1,244,1,0,0,0,0,0,0,0,0,0
4280,0,77619,8673,3728,14475,49,72,1,19508,1,5906,1503,337,1,14,441,696,1,0,0,0,0,0,0,0,0
1803,1,4,281,47,156,73786,15,4573,1,39,498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3781,1,77148,48,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3779,1,683,1553,1563,4874,1,2672,40,1859,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3570,1,1576,42083,9803,191,5,4062,35,457,263,17,850,603,197,21,2287,20171,2,11,0,0,0,0,0,0,0
2531,1,275,13579,1,1,5234,1768,1819,112,178,79,194,140,0,0,0,0,0,0,0,0,0,0,0,0,0
977,0,1576,42083,5183,304,2606,8114,1101,1,176,399,425,423,672,2081,101,63382,112,1463,38,48,0,0,0,0,0
1032,1,1,3031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3336,1,1,6855,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1322,0,10009,18,42083,1,1791,5,2124,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1027,1,1501,48,571,6844,708,300,15,1,5094,548,260,635,502,224,0,0,0,0,0,0,0,0,0,0,0
1235,1,3582,6,218,206,197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1864,1,1,419,3605,203,4314,220,9696,1,138,8578,2483,2649,0,0,0,0,0,0,0,0,0,0,0,0,0
828,1,1,12255,503,4249,797,325,1596,104,2649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1084,1,1,48,571,670,48984,1983,8,16088,5094,1954,4058,424,8,0,0,0,0,0,0,0,0,0,0,0,0
1945,1,2194,167,2649,4241,1,24644,7706,1864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4471,0,7577,14060,12870,13414,301,2389,1363,1,1,14,441,696,1,0,0,0,0,0,0,0,0,0,0,0,0
2301,0,1,2,175,55,6923,198,4276,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1569,1,1,11,59834,387,146,261,371,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4052,1,2765,1,1,5,496,4034,5847,125,39,916,1563,7098,2642,46,74,149,198,4034,1,0,0,0,0,0,0
994,1,43919,9,24746,230,12255,1463,1525,1477,5371,142,6417,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3674,0,1,37,78,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3408,1,1,111,109,58876,11170,23396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,0,42083,4852,23346,37058,101,385,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2413,0,6512,112,224,317,1046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3006,0,35203,1,816,59948,67,53,1622,886,125,1622,1,1568,9991,7503,0,0,0,0,0,0,0,0,0,0,0
843,1,1,1,42083,12017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1149,0,1,2740,14475,498,104,541,2613,601,515,895,15361,3690,548,112,300,9,5493,104,541,0,0,0,0,0,0
2183,1,1,39,52962,86,714,3502,5460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1720,1,8356,48,571,40,5094,5360,38,48,418,548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1498,1,1,114,1477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240,0,1,62293,25437,1859,3227,3096,1,1,7690,2043,62293,9152,0,0,0,0,0,0,0,0,0,0,0,0,0
3757,1,4849,1483,723,58876,11170,890,1330,435,587,1384,1245,1043,2,11,13074,13579,1,1,0,0,0,0,0,0,0
3290,1,1,84,38,1463,143,3707,224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2114,1,1,196,1159,5244,2706,201,2025,8160,23729,328,51,128,165,36,848,3852,2824,0,0,0,0,0,0,0,0
8,1,42083,1,3,1,1,746,124,1609,1328,58,271,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1691,0,42083,541,99414,5371,96,398,16502,5094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2267,0,241,3,34360,1,2182,1367,1644,377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2493,1,1,129,7839,4839,15932,12414,1,108,129,7839,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1623,1,2,40,83723,1,4942,50384,1736,994,606,150,100,100,80,2114,0,0,0,0,0,0,0,0,0,0,0
1474,0,42083,3479,541,9581,425,541,71701,301,5463,6366,171,86,72,209,967,0,0,0,0,0,0,0,0,0,0
1644,1,1,12684,230,199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1862,0,42083,850,541,1327,1708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3765,1,1,112,43908,387,2733,148,6503,29622,224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
582,1,1576,25648,6844,4066,2203,198,1222,86,691,640,5192,40,1442,1,8,17359,0,0,0,0,0,0,0,0,0
2772,0,42083,50434,1046,1,6268,905,325,4517,45172,4767,67,57204,5901,0,0,0,0,0,0,0,0,0,0,0,0
4241,0,60965,15,3,249,685,1,1,20,1,1068,936,323,147,19,1,1,14,441,696,1,0,0,0,0,0
3508,0,96790,37,1593,5,2431,281,1125,541,7859,2203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2077,0,13579,8172,1046,8,10598,1046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
416,0,42083,6,515,462,258,17,3872,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
764,1,23880,820,1644,3872,51,2216,67,2490,3872,216,1881,387,0,0,0,0,0,0,0,0,0,0,0,0,0
501,0,677,3752,11170,15440,584,541,111,3766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4105,1,51,1,39,1569,678,4015,1,4872,21505,34598,5326,1,14,441,696,1,0,0,0,0,0,0,0,0,0
838,1,2430,4954,300,80,17,11,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1488,0,42083,36,304,5463,1170,63382,943,23222,4040,15949,40,38,915,23222,464,4,19,0,0,0,0,0,0,0,0
4518,1,38040,9007,1931,183,51438,1,57274,2649,14,441,696,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2574,1,9112,4513,111,1345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2594,1,967,10915,1234,66,37227,2788,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3648,1,2216,7098,12153,1983,8,2672,1111,5402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
429,0,42083,5706,143,38,541,8763,1,1463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1402,1,1576,1394,198,18750,5,3786,534,16749,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1910,1,1,6854,146,10117,379,9,3150,9,17359,36,49,135,0,0,0,0,0,0,0,0,0,0,0,0,0
2899,1,6512,1,57,111,17229,4536,965,54360,116,16651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3083,0,750,2,11,498,54754,4458,1,20455,616,28,1212,435,23,827,1204,70415,0,0,0,0,0,0,0,0,0
1436,0,1576,71,79,224,42083,2092,541,6191,1,2216,599,1,1,541,0,0,0,0,0,0,0,0,0,0,0
3898,0,18573,53,470,1,564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3198,0,9039,193,640,66,1046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
465,0,18693,714,114,1763,12255,1576,18693,2272,18750,1576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2714,1,39007,5182,12298,12017,216,1,12255,44456,1046,891,38878,34360,498,55723,0,0,0,0,0,0,0,0,0,0,0
1425,1,74238,1,60,71,2634,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4157,0,16,402,42160,5553,2718,6244,4015,1,20725,1,1,14,441,696,1,0,0,0,0,0,0,0,0,0,0
4617,1,38040,1268,2817,585,9007,764,317,2287,1503,1931,183,1510,24329,61361,1742,1,14,441,696,1,0,0,0,0,0
135,1,2535,16749,6144,4767,1,224,7511,5727,625,10598,7283,8973,6141,1477,4066,4697,7291,4089,5810,9211,5804,4089,5524,8354,0
3853,1,184,9,16,242,7059,2430,2589,2430,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
387,1,42083,275,678,216,2,215,4,15845,584,180,4953,455,3252,24179,0,0,0,0,0,0,0,0,0,0,0
2456,1,42083,1548,375,23107,111,325,143,2581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2615,1,3496,19928,153,945,745,7051,40,7948,662,9057,5718,2059,81,0,0,0,0,0,0,0,0,0,0,0,0
29,1,4573,11,1222,1802,81,304,714,7785,37,644,2137,6,16749,146,2216,0,0,0,0,0,0,0,0,0,0
3541,1,1576,42083,3930,419,5457,193,7561,29861,4530,193,6663,53,20721,114,1272,714,678,0,0,0,0,0,0,0,0
3592,1,86,11170,260,352,1943,4110,3953,222,224,779,33289,402,42083,3521,54754,1,64675,441,0,0,0,0,0,0,0
2004,1,1,3713,5094,905,2490,1330,678,14772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3049,1,6512,435,36,154,1475,498,1,146,198,15,6512,1967,2259,0,0,0,0,0,0,0,0,0,0,0,0
1444,0,677,3752,11170,9629,419,584,541,60,5277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3316,0,1,5493,9211,111,53,2203,112,5493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3700,0,33,1439,10,27,211,2,198,1943,1388,825,356,476,22,121,18,0,0,0,0,0,0,0,0,0,0
4596,0,48556,11538,750,905,568,8779,1046,9146,1885,1,1,2862,14,441,696,1,0,0,0,0,0,0,0,0,0
79,1,167,114,506,4334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
829,1,1,431,4546,1853,5821,11,2059,2176,7059,1259,146,9238,0,0,0,0,0,0,0,0,0,0,0,0,0
472,1,1576,1,2,120,1,521,15163,6,13092,677,1704,133,9,92,714,0,0,0,0,0,0,0,0,0,0
2415,1,1,2697,25091,2687,375,219,8850,13578,1883,5116,6867,1898,13578,4409,1,0,0,0,0,0,0,0,0,0,0
1553,1,1576,45975,5463,888,3072,905,60,6957,138,1363,111,587,2672,587,213,111,587,2303,0,0,0,0,0,0,0
4310,0,1026,1067,1,5660,2734,1146,1681,1,10491,11543,14531,1454,296,1,14,441,696,1,0,0,0,0,0,0,0
1647,1,167,1,2371,625,1725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
842,1,13579,281,198,134,2402,3761,39091,1142,1,50384,5695,256,17,2,24,198,0,0,0,0,0,0,0,0,0
2264,0,1,26,6059,1,5244,50107,143,683,143,4724,24603,683,143,3766,7088,0,0,0,0,0,0,0,0,0,0
2792,1,1529,13576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4195,1,97873,55,67,15964,5183,1552,6322,203,310,17559,202,14,441,696,1,0,0,0,0,0,0,0,0,0,0
3635,0,1,74,454,1610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
414,1,34617,16749,506,5488,6340,1,224,1282,377,60,10598,506,5488,393,7289,325,4334,0,0,0,0,0,0,0,0
3812,0,827,14178,5277,2316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2902,1,9013,207,1576,1,3150,939,15,92,53,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
534,1,1,840,21,72,38,111,3263,2403,363,72,143,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2740,1,1,6512,423,497,984,1773,72,425,36,907,66,1643,33,0,0,0,0,0,0,0,0,0,0,0,0
2887,1,42083,746,276,3674,112,302,1,2389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3653,0,491,2624,2624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199,1,965,109,1831,9208,6846,45841,21970,1,1,1,1,34617,73784,13579,21234,1240,39918,875,0,0,0,0,0,0,0
61,1,25,3,17,6645,22789,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3243,1,1,114,343,2613,143,4530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1614,1,541,1763,2303,1,60,1367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2927,1,1,1793,3709,6856,5614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
889,1,1576,1,5094,1439,2,23,6,111,177,577,114,15,71,60,1384,0,0,0,0,0,0,0,0,0,0
2342,1,677,1631,11170,1,1055,7267,506,1,1046,193,4089,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1221,0,4573,1631,23,5,32951,548,99026,45590,541,112,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
734,1,46,33,4,763,1238,2828,1,42083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
693,0,1403,5462,205,55,12968,1,203,377,8497,2,28,1059,4605,1,365,1576,1,0,0,0,0,0,0,0,0
12,1,1,5463,27,6708,2613,53,966,289,2733,419,2613,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,1,50188,3752,2809,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1760,1,7086,1766,38,260,4422,2017,1046,71193,3696,5244,8810,9492,905,167,490,9381,1125,34360,2035,34360,38,2852,0,0,0
4444,0,38040,418,143,44456,585,905,9007,150,387,2817,1,1,4872,25,5012,2216,64,390,38040,9007,1,0,0,0,0
1815,1,677,3752,11170,1,419,16749,3150,60,1298,3171,16749,541,0,0,0,0,0,0,0,0,0,0,0,0,0
4344,1,48892,1,3268,1,1990,9446,14655,1,7999,1,1,1954,4872,0,0,0,0,0,0,0,0,0,0,0,0
3260,1,167,180,11,1,678,1,1101,1943,5094,2303,9978,224,8354,1367,0,0,0,0,0,0,0,0,0,0,0
530,0,12918,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
296,1,2387,375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1270,0,1704,3752,11170,1,1055,7267,1954,1897,1384,1345,4066,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4095,1,1203,971,74,8949,6293,85704,4033,17010,53,5,21,195,14,441,696,1,0,0,0,0,0,0,0,0,0
2799,1,42083,551,5293,2,67,56,7318,12835,6458,67,6799,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4194,0,51,3311,899,12870,626,6039,12806,96,9260,4878,12205,4181,6304,8967,5022,4878,1,14,441,696,1,0,0,0,0
3801,0,6447,377,394,42083,746,1,1,1482,352,1631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2497,1,5072,3031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2104,1,1,591,3720,820,1644,15001,111,193,1,3872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4088,0,2765,1,31116,6,541,9826,5360,1019,975,103,4,259,101,1156,4348,985,1,0,0,0,0,0,0,0,0
1618,1,6512,4346,198,49,394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3774,0,1,1,1,1251,402,1,53,1581,1101,1,236,65,4852,548,129,0,0,0,0,0,0,0,0,0,0
2980,1,1,23346,422,34360,37,8515,396,959,3852,242,2,714,0,0,0,0,0,0,0,0,0,0,0,0,0
505,1,1,16749,2852,7487,1,224,5457,1384,393,7924,10598,4094,377,377,1298,3263,5804,2852,7397,2852,7487,1367,691,1881,7859
3751,0,491,677,515,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1010,1,1,230,223,15,230,13089,5,336,2,31,476,21,1847,5,143,2437,8,38,0,0,0,0,0,0,0
3413,1,940,1,300,1,224,940,98779,51,21234,21234,1,1251,141,4232,9454,4012,75807,1,0,0,0,0,0,0,0
2984,1,1576,1576,1576,2,37,55,42083,9581,21772,8448,3808,93,4589,1290,0,0,0,0,0,0,0,0,0,0,0
2949,0,827,1,1781,2316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1634,1,54115,112,224,387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1456,0,42083,2,569,13792,3201,514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2580,1,33673,84,216,52962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1788,1,36332,714,2934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4259,0,2216,1503,255,238,690,2506,1439,29460,1183,2101,105,1,7250,1,14,441,696,1,0,0,0,0,0,0,0
3749,1,49591,3696,8,18246,22,2,11,19444,2216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4321,0,3629,1,269,371,1,7291,1552,13553,48732,21261,2469,7338,16,661,12011,1,14,441,696,1,0,0,0,0,0
2837,1,1,1631,28,677,3337,198,241,35311,2303,1,88153,37,1318,0,0,0,0,0,0,0,0,0,0,0,0
151,0,1,12,23,12115,112,72,11,2759,1,895,826,0,0,0,0,0,0,0,0,0,0,0,0,0,0
