,index,Topic,Sentiment,TweetId,TweetDate,TweetText
128,154,apple,1,125319163366473728,Sat Oct 15 21:16:31 +0000 2011,RT SawyerHartman : I FU*KING LOVE YOU APPLE phone best thing ever ! ! SIRI = BEST THING EVER MADE
129,155,apple,1,125313088160411649,Sat Oct 15 20:52:23 +0000 2011,apple change life .
130,156,apple,1,125309946723188736,Sat Oct 15 20:39:54 +0000 2011,Mad prop apple employee n't charge replace back plate iPhone ! Made day !
131,158,apple,1,125279987254300672,Sat Oct 15 18:40:51 +0000 2011,The # iphone4s amazing. Siri 's voice recognition absolutely step previous attempts. Bravo apple
132,159,apple,1,125264731035537409,Sat Oct 15 17:40:13 +0000 2011,Finally get apple IPhone thanks sprint get time
133,161,apple,1,125252188065902592,Sat Oct 15 16:50:23 +0000 2011,Good support fm Kevin apple # Bellevue store 4 biz customer TY !
134,163,apple,1,125238017299451905,Sat Oct 15 15:54:04 +0000 2011,Apple : Siri amaze ! ! ! I 'm love !
135,164,apple,1,125165176772247552,Sat Oct 15 11:04:38 +0000 2011,Love love love iOS 5 ! ! apple
136,165,apple,0,126418790706712576,Tue Oct 18 22:06:03 +0000 2011,RT cjwallace03 : So apparently apple put MB cap SMS new update. 25mb storage tell inbox full. W ...
137,166,apple,0,126417285559762944,Tue Oct 18 22:00:04 +0000 2011,"RT Jewelz2611 mashable apple , iphones r 2 expensive. Most go w/ htc/galaxy. No customer loyalty w/phone comp.."
138,168,apple,0,126416109212680192,Tue Oct 18 21:55:23 +0000 2011,THiS IS WHAT WiLL KiLL APPLE http : //t.co/72Jw4z5c RiP APPLE
139,169,apple,0,126411162622496768,Tue Oct 18 21:35:44 +0000 2011,apple tune go iPhone ? iPhone lonely without them. silly # iOS5
140,170,apple,0,126410591949697024,Tue Oct 18 21:33:28 +0000 2011,apple need hurry release # iTunesMatch
141,172,apple,0,126408864387182593,Tue Oct 18 21:26:36 +0000 2011,I need exchange cord apple store I wait genius ? apple
142,173,apple,0,126408052525105153,Tue Oct 18 21:23:22 +0000 2011,apple AirDrop # fail - Immediate `` decline request. '' every time
143,174,apple,0,126407767132078082,Tue Oct 18 21:22:14 +0000 2011,good article apple fuck lion future. http : //t.co/zNDP9Vr6 # fb
144,175,apple,0,126405405667627008,Tue Oct 18 21:12:51 +0000 2011,RT radlerc : Yellowgate ? Some iPhone 4S Users Complain Yellow Tint Screen http : //t.co/uaqrxTNk apple iphone4s
145,176,apple,0,126405185630253056,Tue Oct 18 21:11:59 +0000 2011,Yellowgate ? Some iPhone 4S Users Complain Yellow Tint Screen http : //t.co/uaqrxTNk apple iphone4s
146,177,apple,0,126405040809312256,Tue Oct 18 21:11:24 +0000 2011,The one # iphone feature still miss since apple first show it.. Contacts picture contact list ! Simple yet 5 major update miss
147,178,apple,0,126400637930979329,Tue Oct 18 20:53:55 +0000 2011,Asked siri dream electric sleep. Was disappoint n't snippy answer. Missed opportunity apple
148,179,apple,0,126394680903614465,Tue Oct 18 20:30:14 +0000 2011,"paulens It surprise Apple throw error alert authorize , 's `` Authorize computer '' button ."
149,180,apple,0,126393717421645825,Tue Oct 18 20:26:25 +0000 2011,Lisa_Marie1987 shhhh. evil sith lord apple may hear ha !
150,181,apple,0,126393204550537216,Tue Oct 18 20:24:22 +0000 2011,FUCK YOU apple DIE IN A FUCKING BLAZE INFERNO .
151,182,apple,0,126392402083708928,Tue Oct 18 20:21:11 +0000 2011,"Oh , apple. Steve obviously nothing iPhoto , 's perfect opposite 'insanely great'. Get fix , please ."
152,183,apple,0,126391082308206593,Tue Oct 18 20:15:56 +0000 2011,OMG apple WHY THE FUCK DID YOU DELETE ALL MY MUSIC YOU DICKS
153,184,apple,0,126389218284015616,Tue Oct 18 20:08:32 +0000 2011,ryanbaldwin apple So iTunes I go Store - & gt ; Authoriseâ¦ n't auto-authorise I sign iTunes ? Grrrr ...
154,185,apple,0,126388194194362369,Tue Oct 18 20:04:28 +0000 2011,"Seriously - I absolutely off clue Apple mean `` authorization '' , ."
155,186,apple,0,126388023725268992,Tue Oct 18 20:03:47 +0000 2011,"Boy , could apple make hard put purchase music cloud new macbook pro ? `` You must authorize computerâ¦ ''"
156,187,apple,0,126385036441296896,Tue Oct 18 19:51:55 +0000 2011,"shit , shit , shit. IOS5 update ate apps , data medium like apple say would. This go take time rebuild ."
157,189,apple,0,126382051661328385,Tue Oct 18 19:40:03 +0000 2011,Love apple downloads. 4 hour i-pad wonky ! # ripstevejobs # thenonsensepersists # neednewipadguide # fatfuckingchance
158,191,apple,0,126380588822298625,Tue Oct 18 19:34:15 +0000 2011,"I do Att apple 's profitering lack customer service , fuck ! ! !"
159,192,apple,0,126380553464315904,Tue Oct 18 19:34:06 +0000 2011,It would great If Apple would send new phone. # frustrate
160,193,apple,0,126377298650861568,Tue Oct 18 19:21:10 +0000 2011,apple thank ruin 3GS # iOS5. You 've turn phone utterly useless pile shit .
161,194,apple,0,126375381249966080,Tue Oct 18 19:13:33 +0000 2011,rogerweir I option replacement iPhone 4 ? Not sure I want one 2 duff iPhones. O2 iphone4s apple
162,195,apple,0,126372694118768640,Tue Oct 18 19:02:52 +0000 2011,So apparently apple put MB cap SMS new update. 25mb storage tell inbox full. What 2001 ?
163,196,apple,0,126372040696541184,Tue Oct 18 19:00:17 +0000 2011,"You know apple It 's almost week since I pay iTunes Match , I would really like use it. Any ETA fix ?"
164,197,apple,0,126363154837020672,Tue Oct 18 18:24:58 +0000 2011,remove apple shit .
165,198,apple,0,126361483432038400,Tue Oct 18 18:18:19 +0000 2011,So PhoenixSwinger 's iPhone 4 give hella hard time w/ iOS5 update apple
166,199,apple,0,126358781633368064,Tue Oct 18 18:07:35 +0000 2011,What ? ? ? I suck hello apple RT PhoneDog_Aaron Interesting note - DROID RAZR 's battery n't removable .
167,200,apple,0,126358301393956866,Tue Oct 18 18:05:41 +0000 2011,Apple ca n't send iPhone preordered 1hr launching can send 5 10 jackass want shoot blend 'em
168,203,apple,0,126357227727626240,Tue Oct 18 18:01:25 +0000 2011,Mayati I think Apple n't thorough job step x step upgrade move iCloud. Now 's cost mightily .
169,204,apple,0,126354628999778305,Tue Oct 18 17:51:05 +0000 2011,Hey apple I iOS5 iPhone n't include song compilation album artist 's name. # whaddupwitdat
170,205,apple,0,126351972948393984,Tue Oct 18 17:40:32 +0000 2011,NickTheFNicon He send rcve txts apt apple 4pm.Then exclaims : And I wait whole YEAR phone ! ! LMAO
171,208,apple,0,126343931117047808,Tue Oct 18 17:08:35 +0000 2011,Correction : Best Buy kudos Chris Alamo Ranch S.A. TX-fixed issue could n't resolve 1/2 day w/ ATT & Apple. Hero day !
172,209,apple,0,126343679785959424,Tue Oct 18 17:07:35 +0000 2011,phxguy88 Apple BGR That 's ppl stand line hr get `` new '' model sucker ...
173,210,apple,0,126343214805426176,Tue Oct 18 17:05:44 +0000 2011,Would kill apple put braille type bump earbuds know bud R L dark .
174,211,apple,0,126334597431697408,Tue Oct 18 16:31:29 +0000 2011,APPLE Wow MOTOROLA Just crush dream ... .
175,212,apple,0,126331480233353216,Tue Oct 18 16:19:06 +0000 2011,"RT phxguy88 : Oh , fuck , apple. Already ? ? -- - & gt ; iPhone 5 schedule summer launch ? http : //t.co/Ofh9PTaG via BGR"
176,213,apple,0,126331327271284736,Tue Oct 18 16:18:30 +0000 2011,"Oh , fuck , apple. Already ? ? -- - & gt ; iPhone 5 schedule summer launch ? http : //t.co/Ofh9PTaG via BGR"
177,214,apple,0,126327808803880960,Tue Oct 18 16:04:31 +0000 2011,"apple , No , I wo n't wait thursday available appointment 'genius ' tell I 'm shit luck. #"
178,215,apple,0,126325125749542913,Tue Oct 18 15:53:51 +0000 2011,WTF ? ! ? ! apple new iOS 5 n't allow NOT get push notification newstand ? SIRI keep yap FUCK !
179,216,apple,0,126324573384871936,Tue Oct 18 15:51:39 +0000 2011,"Apple , # iPad # iOS5 , Messages Icon include ca n't use ?"
180,219,apple,0,126321169468100609,Tue Oct 18 15:38:08 +0000 2011,apple iPhone battery crappy # fail
181,220,apple,0,126320033369563138,Tue Oct 18 15:33:37 +0000 2011,My Apple macbook keyboard type : (
182,221,apple,0,126310645443461121,Tue Oct 18 14:56:19 +0000 2011,"Why n't apple iCloud sync Stickies ? They 've always around , nothing every progress w/ ! ! Why apple ? gruber"
183,222,apple,0,126309616391950336,Tue Oct 18 14:52:13 +0000 2011,"apple , new `` Save Version '' function Pages absolutely awful , interrupting , counter-intuitive piece crap world"
184,223,apple,0,126307071984545793,Tue Oct 18 14:42:07 +0000 2011,I hate apple computer. Thats 3500 dollar drain .
185,224,apple,0,126302386644975616,Tue Oct 18 14:23:30 +0000 2011,apple iPhone charge slowly ! ! ! ! !
186,226,apple,0,126297326565330944,Tue Oct 18 14:03:23 +0000 2011,"apple Wish I could pick month , day , YEAR set new calendar item iPhone. Why n't new iOS fix yet ? !"
187,227,apple,0,126292335540699136,Tue Oct 18 13:43:33 +0000 2011,"Apple iTunes bad program ever. For great phone , make awful software ."
188,228,apple,0,126286814578348032,Tue Oct 18 13:21:37 +0000 2011,One would think voice recognition apple tech support line would work little well .
