,tweet_id,airline_sentiment,airline_sentiment_confidence,negativereason,negativereason_confidence,airline,airline_sentiment_gold,name,negativereason_gold,retweet_count,text,tweet_coord,tweet_created,tweet_location,user_timezone
19,570270684619923457,positive,1.0,,,Virgin America,,thebrandiray,,0,I â¤ï¸ fly VirginAmerica. âºï¸ð,,2015-02-24 09:15:00 -0800,Somewhere celebrating life. ,Atlantic Time (Canada)
20,570267956648792064,positive,1.0,,,Virgin America,,JNLpierce,,0,VirginAmerica know would amazingly awesome ? BOS-FLL PLEASE ! ! ! ! ! ! ! I want fly .,,2015-02-24 09:04:10 -0800,Boston | Waltham,Quito
21,570265883513384960,negative,0.6705,Can't Tell,0.3614,Virgin America,,MISSGJ,,0,VirginAmerica first fare May three time carrier seat available select ? ? ?,,2015-02-24 08:55:56 -0800,,
22,570264145116819457,positive,1.0,,,Virgin America,,DT_Les,,0,VirginAmerica I love graphic. http : //t.co/UT5GrRwAaA,"[40.74804263, -73.99295302]",2015-02-24 08:49:01 -0800,,
23,570259420287868928,positive,1.0,,,Virgin America,,ElvinaBeck,,0,VirginAmerica I love hipster innovation. You feel good brand .,,2015-02-24 08:30:15 -0800,Los Angeles,Pacific Time (US & Canada)
24,570258822297579520,neutral,1.0,,,Virgin America,,rjlynch21086,,0,VirginAmerica make BOS & gt ; LAS non stop permanently anytime soon ?,,2015-02-24 08:27:52 -0800,"Boston, MA ",Eastern Time (US & Canada)
25,570256553502068736,negative,1.0,Customer Service Issue,0.3557,Virgin America,,ayeevickiee,,0,VirginAmerica guy mess seating.. I reserve seat friend guy give seat away ... ð¡ I want free internet,,2015-02-24 08:18:51 -0800,714,Mountain Time (US & Canada)
26,570249102404923392,negative,1.0,Customer Service Issue,1.0,Virgin America,,Leora13,,0,VirginAmerica status match program. I apply 's three weeks. Called emailed response .,,2015-02-24 07:49:15 -0800,,
27,570239632807370753,negative,1.0,Can't Tell,0.6614,Virgin America,,meredithjlynn,,0,VirginAmerica What happen 2 ur vegan food option ? ! At least say ur site know I wo n't able 2 eat anything next 6 hrs # fail,,2015-02-24 07:11:37 -0800,,
28,570217831557677057,neutral,0.6854,,,Virgin America,,AdamSinger,,0,VirginAmerica miss ? Do n't worry 'll together soon .,,2015-02-24 05:44:59 -0800,"San Francisco, CA",Central Time (US & Canada)
29,570207886493782019,negative,1.0,Bad Flight,1.0,Virgin America,,blackjackpro911,,0,VirginAmerica amazing ca n't get cold air vents. # VX358 # noair # worstflightever # roasted # SFOtoBOS,"[42.361016, -71.02000488]",2015-02-24 05:05:28 -0800,"San Mateo, CA & Las Vegas, NV",
30,570124596180955136,neutral,0.615,,0.0,Virgin America,,TenantsUpstairs,,0,VirginAmerica LAX EWR - Middle seat red eye. Such noob maneuver. # sendambien # andchexmix,"[33.94540417, -118.4062472]",2015-02-23 23:34:30 -0800,Brooklyn,Atlantic Time (Canada)
31,570114021854212096,negative,1.0,Flight Booking Problems,1.0,Virgin America,,jordanpichler,,0,"VirginAmerica hi ! I bked cool birthday trip , ca n't add elevate no. cause enter middle name Flight Booking Problems ð¢",,2015-02-23 22:52:29 -0800,,Vienna
32,570094701371469825,neutral,1.0,,,Virgin America,,JCervantezzz,,0,VirginAmerica Are hour operation Club SFO post online current ?,,2015-02-23 21:35:43 -0800,"California, San Francisco",Pacific Time (US & Canada)
33,570088404156698625,negative,1.0,Customer Service Issue,1.0,Virgin America,,Cuschoolie1,,0,"VirginAmerica help , leave expensive headphone flight 89 IAD LAX today. Seat 2A. No one answer L & amp ; F number LAX !","[33.94209449, -118.40410103]",2015-02-23 21:10:41 -0800,Washington DC,Quito
34,570084582780899328,negative,1.0,Customer Service Issue,1.0,Virgin America,,amanduhmccarty,,0,"VirginAmerica await return phone call , would prefer use online self-service option : (",,2015-02-23 20:55:30 -0800,,Pacific Time (US & Canada)
35,570076792993611776,positive,1.0,,,Virgin America,,NorthTxHomeTeam,,0,VirginAmerica great news ! America could start flight Hawaii end year http : //t.co/r8p2Zy3fe4 via Pacificbiznews,"[33.2145038, -96.9321504]",2015-02-23 20:24:33 -0800,Texas,Central Time (US & Canada)
36,570051991277342720,neutral,0.6207,,,Virgin America,,miaerolinea,,0,Nice RT VirginAmerica : Vibe moodlight takeoff touchdown. # MoodlitMonday # ScienceBehindTheExperience http : //t.co/Y7O0uNxTQP,,2015-02-23 18:46:00 -0800,Worldwide,Caracas
37,570051381534396416,positive,1.0,,,Virgin America,,Nicsplace,,0,VirginAmerica Moodlighting way fly ! Best experience EVER ! Cool calming. ðâ # MoodlitMonday,,2015-02-23 18:43:35 -0800,Central Texas,
38,570045393565691904,positive,1.0,,,Virgin America,,Nicsplace,,0,"VirginAmerica freddieawards Done do ! Best airline around , hand !",,2015-02-23 18:19:47 -0800,Central Texas,
39,570038941497192448,neutral,0.6791,,0.0,Virgin America,,elisha_malulani,,0,VirginAmerica I book flight Hawaii ? ?,,2015-02-23 17:54:09 -0800,i'm creating a monster ,Pacific Time (US & Canada)
40,570035876845084672,negative,1.0,Customer Service Issue,1.0,Virgin America,,DannyDouglass,,0,VirginAmerica Your chat support work site : http : //t.co/vhp2GtDWPk,,2015-02-23 17:41:58 -0800,"San Francisco, CA",Pacific Time (US & Canada)
41,570033593394667521,positive,0.6639,,,Virgin America,,jamesferrandini,,0,"VirginAmerica View downtown Los Angeles , Hollywood Sign , beyond rain mountain ! http : //t.co/Dw5nf0ibtr",,2015-02-23 17:32:54 -0800,,
42,570025482344898560,negative,0.6688,Flight Booking Problems,0.6688,Virgin America,,will_lenzenjr,,0,"VirginAmerica Hey , first time flyer next week - excited ! But I 'm hard time get flight add Elevate account. Help ?",,2015-02-23 17:00:40 -0800,Iowa City,Central Time (US & Canada)
43,570016304284901379,neutral,1.0,,,Virgin America,,GottAmanda,,0,VirginAmerica plz help win bid upgrade flight 2/27 LAX -- - & gt ; SEA ! ! ! ð·ððºâï¸,"[34.0219817, -118.38591198]",2015-02-23 16:24:11 -0800,Los Angeles,
44,570015408788414464,neutral,0.6578,,0.0,Virgin America,,KGervaise,,0,VirginAmerica I unused ticket move new city n't fly. How I fly expires ? # travelhelp,,2015-02-23 16:20:38 -0800,Georgia,Pacific Time (US & Canada)
45,570013523650048002,neutral,1.0,,,Virgin America,,papamurat,,0,VirginAmerica flight leave Dallas Seattle time Feb 24 ?,,2015-02-23 16:13:09 -0800,,
46,570012257549070337,positive,1.0,,,Virgin America,,arieldaie,,0,VirginAmerica I 'm # elevategold good reason : rock ! !,,2015-02-23 16:08:07 -0800,Los Angeles,
47,570011341483843584,neutral,0.6799,,,Virgin America,,vacations7,,0,VirginAmerica DREAM http : //t.co/oA2dRfAoQ2 http : //t.co/lWWdAc2kHx,,2015-02-23 16:04:28 -0800,Turks and caicos,
48,570010571707256832,positive,1.0,,,Virgin America,,ChelseaPoe666,,0,VirginAmerica wow blow mind,,2015-02-23 16:01:25 -0800,Oakland via Midwest ,Atlantic Time (Canada)
49,570010539499393025,neutral,1.0,,,Virgin America,,BobGlavinVO,,0,VirginAmerica ladygaga carrieunderwood After last night # tribute # SoundOfMusic # Oscars2015 ladygaga ! I think carrieunderwood agree,,2015-02-23 16:01:17 -0800,"New York, NY",Eastern Time (US & Canada)
50,570009713447825408,neutral,0.6436,,,Virgin America,,lisaaiko,,0,VirginAmerica ladygaga carrieunderwood All entertain,,2015-02-23 15:58:00 -0800,,
51,570009035455344640,neutral,0.6764,,0.0,Virgin America,,grantbrowne,,0,VirginAmerica Is flight 769 's way ? Was suppose take 30 minute ago. Website still show `` On Time '' `` In Flight '' . Thanks .,,2015-02-23 15:55:18 -0800,Worldwide,Central Time (US & Canada)
52,570006886012973056,positive,0.657,,,Virgin America,,joyabsalon,,0,VirginAmerica ladygaga carrieunderwood Julie Andrews way though ladygaga impressive ! NO Carrieunderwood,,2015-02-23 15:46:46 -0800,Northern Virginia,Eastern Time (US & Canada)
53,570004391731847169,neutral,1.0,,,Virgin America,,2v,,0,VirginAmerica wish fly Atlanta ... Soon ?,,2015-02-23 15:36:51 -0800,Los Angeles / Atlanta,Eastern Time (US & Canada)
54,570001194900426752,neutral,0.7118,,0.0,Virgin America,,KSmithFoundHere,,0,VirginAmerica ladygaga carrieunderwood Julie Andrews. Hands .,,2015-02-23 15:24:09 -0800,,Atlantic Time (Canada)
55,570000071644872704,neutral,1.0,,,Virgin America,,papamurat,,0,VirginAmerica Will flight leave Dallas LA February 24th ?,,2015-02-23 15:19:41 -0800,,
56,569996412286582784,negative,0.6939,Flight Booking Problems,0.6939,Virgin America,,murphicus,,0,VirginAmerica hi ! 'm excited $ 99 LGA- & gt ; DAL deal- 've try 2 book since last week & amp ; page never loads. thx !,,2015-02-23 15:05:09 -0800,"new york, new york",Eastern Time (US & Canada)
57,569996245462159361,positive,1.0,,,Virgin America,,VinnieFerra,,0,VirginAmerica know it. Need spotify stat # guiltypleasures,,2015-02-23 15:04:29 -0800,"brooklyn, Ny",Pacific Time (US & Canada)
58,569990222609412097,positive,0.635,,,Virgin America,,KevinDemsi,,0,VirginAmerica ladygaga carrieunderwood I 'm Lady Gaga ! ! ! She amaze ! ð,,2015-02-23 14:40:33 -0800,"Bali, Republic of Indonesia",Kuala Lumpur
59,569990163209850881,neutral,0.7007,,,Virgin America,,giffgaffman,,0,VirginAmerica ladygaga carrieunderwood - Carrie !,,2015-02-23 14:40:19 -0800,"UK, USA. ",
60,569989504431316993,neutral,1.0,,,Virgin America,,HanlonBrothers,,0,VirginAmerica New marketing song ? http : //t.co/F2LFULCbQ7 let u know think ?,,2015-02-23 14:37:42 -0800,"Gold Coast, Australia",Brisbane
61,569989321698074624,neutral,1.0,,,Virgin America,,emilybg78,,0,VirginAmerica ladygaga carrieunderwood Julie Andrews first Lady Gaga wow 'd last night. Carrie ? Meh .,,2015-02-23 14:36:58 -0800,"Stockton, CA",Arizona
62,569989034501500928,negative,1.0,Customer Service Issue,1.0,Virgin America,,rachie1126,,0,VirginAmerica I call 3-4 week ago add 3 flight 2014 Elevate ... still n't show ... help !,,2015-02-23 14:35:50 -0800,"New York, NY",Eastern Time (US & Canada)
63,569987622484848640,neutral,0.6858,,,Virgin America,,adawson66,,0,"VirginAmerica ladygaga carrieunderwood great , I go # CarrieUnderwood ðð","[33.57963333, -117.73024772]",2015-02-23 14:30:13 -0800,,
64,569986782567071744,neutral,1.0,,,Virgin America,,SocialPLC,,0,"VirginAmerica LadyGaga CarrieUnderwood Sorry , Mary Martin first !",,2015-02-23 14:26:53 -0800,"Twin Cities, Minn.",Eastern Time (US & Canada)
65,569986348041547778,positive,1.0,,,Virgin America,,jeffreymace01,,0,VirginAmerica ladygaga carrieunderwood love three really ca n't beat classic !,,2015-02-23 14:25:09 -0800,,
66,569982307634794497,neutral,0.6814,,0.0,Virgin America,,1stcrown,,0,VirginAmerica Flight 0736 DAL DCA 2/24 2:10pm. Tried check could not. Status please .,,2015-02-23 14:09:06 -0800,USA,Central Time (US & Canada)
67,569976620158578688,negative,1.0,Customer Service Issue,1.0,Virgin America,,onerockgypsy,,0,VirginAmerica heyyyy guyyyys.. try get hour. someone call please ? : /,,2015-02-23 13:46:30 -0800,next city,Pacific Time (US & Canada)
68,569973821396152323,negative,1.0,Late Flight,0.6789,Virgin America,,noelduan,,0,"VirginAmerica Hi , Virgin ! I 'm hold 40-50 minute -- early flight LA NYC tonight ; earlier 11:50pm ?",,2015-02-23 13:35:23 -0800,SF â NY,Eastern Time (US & Canada)
69,569972508499283968,positive,0.6922,,,Virgin America,,Travelzoo,,0,VirginAmerica Congrats win Travelzoo award Best Deals Airline ( US ) http : //t.co/kj1iljaebV,,2015-02-23 13:30:10 -0800,"New York, NY",Pacific Time (US & Canada)
70,569967019958730753,negative,1.0,Lost Luggage,1.0,Virgin America,,gianagon,,0,VirginAmerica everything fine lose bag,"[40.6413712, -73.78311558]",2015-02-23 13:08:21 -0800,New York + Panama,Eastern Time (US & Canada)
71,569961866224652288,neutral,1.0,,,Virgin America,,bxchen,,0,virginamerica Need change reservation. Have Virgin credit card. Do I need modify phone waive change fee ? Or I online ?,,2015-02-23 12:47:52 -0800,"San Francisco, CA",Eastern Time (US & Canada)
72,569949891163615232,neutral,0.6492,,0.0,Virgin America,,seimatrun,,0,VirginAmerica I email customer service team. Let know need track number .,,2015-02-23 12:00:17 -0800,Los Angeles,
73,569948966873370625,neutral,1.0,,,Virgin America,,jamied7,,0,"VirginAmerica hi I book flight need add baggage , I ?",,2015-02-23 11:56:37 -0800,"London, England",London
74,569946362126602240,negative,1.0,Flight Attendant Complaints,0.3516,Virgin America,,seimatrun,,0,VirginAmerica airline awesome lax loft need step game. $ 40 dirty table floor ? http : //t.co/hy0VrfhjHt,,2015-02-23 11:46:16 -0800,Los Angeles,
75,569942903683813376,positive,1.0,,,Virgin America,,mrmichaellay,,0,"VirginAmerica worry , 's great ride new plane great crew. All airline like .","[36.08457854, -115.13780136]",2015-02-23 11:32:31 -0800,Floridian from Cincinnati ,Eastern Time (US & Canada)
76,569941957490774016,positive,1.0,,,Virgin America,,TaylorLumsden,,0,VirginAmerica awesome. I fly yall Sat morning. Any way correct bill ?,,2015-02-23 11:28:46 -0800,"Dallas, Texas",Mountain Time (US & Canada)
77,569940834994401280,neutral,1.0,,,Virgin America,,campusmoviefest,,0,"VirginAmerica Or watch best student film country 35,000 foot ! # CMFat35000feet http : //t.co/KEK5pDMGiF",,2015-02-23 11:24:18 -0800,USA,Eastern Time (US & Canada)
78,569940323746516993,neutral,1.0,,,Virgin America,,TaylorLumsden,,0,VirginAmerica first time fly all. different rate/policy medium Bags ? Thanks,,2015-02-23 11:22:16 -0800,"Dallas, Texas",Mountain Time (US & Canada)
79,569935232033366017,negative,1.0,Customer Service Issue,1.0,Virgin America,,meme_meng,,0,VirginAmerica go customer service ? Is anyway speak human asap ? Thank .,,2015-02-23 11:02:02 -0800,,
80,569934395865493504,neutral,1.0,,,Virgin America,,kyle_romanoff,,0,VirginAmerica happen Doom ? !,,2015-02-23 10:58:43 -0800,,
81,569933816963342337,negative,1.0,Customer Service Issue,1.0,Virgin America,,GunsNDip,,0,VirginAmerica ca n't supp biz traveler like SouthwestAir customer service like JetBlue # neverflyvirginforbusiness,,2015-02-23 10:56:25 -0800,,Pacific Time (US & Canada)
82,569933777931145216,positive,1.0,,,Virgin America,,artisticwritr87,,0,VirginAmerica I 've apply member # inflight crew team ... Im 100 % interested. # flightattendant # dreampath -G,,2015-02-23 10:56:16 -0800,"Seattle, WA",Pacific Time (US & Canada)
83,569933405506310144,negative,0.6792,Late Flight,0.3477,Virgin America,,arieldaie,,0,VirginAmerica 're best ! ! Whenever I ( begrudgingly ) use airline I 'm delayed Late Flight : (,,2015-02-23 10:54:47 -0800,Los Angeles,
84,569933360564342784,negative,1.0,Can't Tell,1.0,Virgin America,,GunsNDip,,0,VirginAmerica I interest fly this. I Cancelled Flight next four flight I planned. # neverflyvirginforbusiness,,2015-02-23 10:54:36 -0800,,Pacific Time (US & Canada)
85,569929243146088448,negative,1.0,Can't Tell,1.0,Virgin America,,GunsNDip,,0,VirginAmerica disappointing experience share every business traveler I meet. # neverflyvirgin,,2015-02-23 10:38:14 -0800,,Pacific Time (US & Canada)
86,569926998824394752,negative,1.0,Flight Booking Problems,1.0,Virgin America,,jsatk,,0,VirginAmerica Iâm trouble add flight wife book Elevate account. Help ? http : //t.co/pX8hQOKS3R,"[0.0, 0.0]",2015-02-23 10:29:19 -0800,"Lower Pacific Heights, SF, CA",Pacific Time (US & Canada)
87,569923394990419968,neutral,0.6705,,0.0,Virgin America,,serenaklal,,0,VirginAmerica Ca n't bring reservation online use Flight Booking Problems code,,2015-02-23 10:15:00 -0800,Chicago,Eastern Time (US & Canada)
88,569922008588222465,neutral,1.0,,,Virgin America,,openambit1,,0,VirginAmerica Random Q : 's distribution elevate avatar ? I bet kitty disproportionate share http : //t.co/APtZpuROp4,,2015-02-23 10:09:30 -0800,,
89,569920824905306113,neutral,0.6545,,0.0,Virgin America,,cabowine,,0,VirginAmerica I & lt ; 3 Flying VA But Life happen I try # change trip JPERHI Can help.VA home page let ?,,2015-02-23 10:04:47 -0800,"Los Cabos,Mexico",Arizona
90,569919041244147712,negative,1.0,Can't Tell,0.6513,Virgin America,,MaryAnnTaylorT,,0,VirginAmerica Why site ? When back ?,,2015-02-23 09:57:42 -0800,"New York, NY",Arizona
91,569915941192015872,neutral,1.0,,,Virgin America,,RamotControl,,0,VirginAmerica `` You RNP ? '' `` Yeah know ! '',,2015-02-23 09:45:23 -0800,,Pacific Time (US & Canada)
92,569913339427434496,neutral,0.6639,,0.0,Virgin America,,losermelon,,0,"VirginAmerica hi , get point elevate account recent flight , add flight point account ?",,2015-02-23 09:35:03 -0800,,
93,569911816937033728,negative,1.0,Cancelled Flight,1.0,Virgin America,,AlisonK33774854,,0,VirginAmerica I like TV interesting video . Just disappointed Cancelled Flightled flight flight go jfk Saturday .,,2015-02-23 09:29:00 -0800,,
94,569911674158731264,negative,1.0,Late Flight,1.0,Virgin America,,GunsNDip,,0,"VirginAmerica land LAX , hour I here. Your Late Flight bag check business travel friendly # nomorevirgin",,2015-02-23 09:28:26 -0800,,Pacific Time (US & Canada)
95,569911218942517248,neutral,0.6765,,0.0,Virgin America,,yazdanagh,,0,VirginAmerica flight 345 redirect ?,,2015-02-23 09:26:37 -0800,,
96,569910981868060673,negative,1.0,Customer Service Issue,0.6863,Virgin America,,MerchEngines,,0,"VirginAmerica Is , website ? BTW , new website n't great user experience. Time another redesign .",,2015-02-23 09:25:41 -0800,"Los Angeles, CA",Arizona
97,569909224521641984,negative,1.0,Customer Service Issue,0.6771,Virgin America,,ColorCartel,,0,VirginAmerica I ca n't check add bag. Your website n't working. I 've try desktop mobile http : //t.co/AvyqdMpi1Y,,2015-02-23 09:18:42 -0800,"Austin, TX",Mountain Time (US & Canada)
98,569907336485019648,negative,1.0,Can't Tell,0.659,Virgin America,,MustBeSpoken,,0,VirginAmerica - Let 2 scanned passenger leave plane tell someone remove bag 1st class bin ? # uncomfortable,,2015-02-23 09:11:12 -0800,,
99,569896805611089920,negative,1.0,Flight Booking Problems,0.6714,Virgin America,,mattbunk,,0,virginamerica What phone number. I ca n't find call flight reservation .,,2015-02-23 08:29:21 -0800,"Sterling Heights, MI",Eastern Time (US & Canada)
100,569894449620369408,negative,1.0,Customer Service Issue,1.0,Virgin America,,louisjenny,,0,VirginAmerica anyone anything today ? Website useless one answer phone .,,2015-02-23 08:19:59 -0800,Washington DC,Quito
101,569894407001939968,neutral,1.0,,,Virgin America,,STravelsW,,0,VirginAmerica try add boy Prince ressie. SF Thursday VirginAmerica LAX http : //t.co/GsB2J3c4gM,,2015-02-23 08:19:49 -0800,"Manhattan Beach, CA",
102,569892199690678272,negative,1.0,Late Flight,0.6882,Virgin America,,GunsNDip,,0,VirginAmerica must traveler miss flight Late Flight check bag ? I miss morning appointment lose business. # sfo2lax,,2015-02-23 08:11:03 -0800,,Pacific Time (US & Canada)
103,569891469210755074,neutral,1.0,,,Virgin America,,joeyrenagade,,0,VirginAmerica check new music http : //t.co/maRcnOCWzn,,2015-02-23 08:08:08 -0800,Greater Los Angeles,
104,569891436100874241,negative,0.6925,Late Flight,0.3521,Virgin America,,mrmichaellay,,0,virginamerica 's direct flight FLL- & gt ; SFO unexpected layover Vegas 4 fuel yet peeps next bought Vegas flight. # sneaky,"[0.0, 0.0]",2015-02-23 08:08:01 -0800,Floridian from Cincinnati ,Eastern Time (US & Canada)
105,569887310713479168,negative,1.0,Late Flight,0.3486,Virgin America,,GunsNDip,,0,VirginAmerica Late Flight bag check lose business. I miss flight AM apt. Three people flight exp .,,2015-02-23 07:51:37 -0800,,Pacific Time (US & Canada)
106,569887049446076416,positive,1.0,,,Virgin America,,TheDuchessSF,,0,"VirginAmerica - amaze customer service , ! ðð RaeAnn SF - 's best ! # customerservice # virginamerica # fly",,2015-02-23 07:50:35 -0800,Online,Pacific Time (US & Canada)
107,569884551712886785,negative,1.0,Customer Service Issue,1.0,Virgin America,,BeLeather,,0,VirginAmerica call service line hung on. This awesome. # sarcasm,"[0.0, 0.0]",2015-02-23 07:40:39 -0800,,Pacific Time (US & Canada)
108,569884407852437504,negative,1.0,Flight Booking Problems,0.6366,Virgin America,,BeLeather,,0,VirginAmerica site tripping. I 'm try check I 'm get plain text version. I reluctant enter card info .,"[0.0, 0.0]",2015-02-23 07:40:05 -0800,,Pacific Time (US & Canada)
109,569881548515708928,neutral,0.6593,,0.0,Virgin America,,drcaseydrake,,0,VirginAmerica I schedule SFO 2 DAL flight 714 today. Changed 24th due weather. Looks like flight still ?,"[37.79374402, -122.39327564]",2015-02-23 07:28:43 -0800,"Dallas, TX",
110,569873669700358144,positive,0.6823,,0.0,Virgin America,,flyfromWAS,,0,"VirginAmerica getaway deal May , $ 59 one-way. Lots cool city http : //t.co/tZZJhuIbCH # CheapFlights # FareCompare",,2015-02-23 06:57:25 -0800,"Washington, DC",Eastern Time (US & Canada)
111,569873668131717120,neutral,1.0,,,Virgin America,,flyfromSEA,,0,"VirginAmerica getaway deal May , $ 59 one-way. Lots cool city http : //t.co/RPdBpX3wNd # CheapFlights # FareCompare",,2015-02-23 06:57:24 -0800,Seattle,Central Time (US & Canada)
112,569873665640292353,positive,0.6806,,,Virgin America,,flyfromNYC,,0,"VirginAmerica getaway deal May , $ 59 one-way. Lots cool city http : //t.co/B2Xi4YG5T8 # CheapFlights # FareCompare",,2015-02-23 06:57:24 -0800,"New York City, NY",Central Time (US & Canada)
113,569873664612704256,neutral,0.6529,,,Virgin America,,flyfromLAX,,0,"VirginAmerica getaway deal May , $ 59 one-way. Lots cool city http : //t.co/QDlJHslOI5 # CheapFlights # FareCompare",,2015-02-23 06:57:24 -0800,"Los Angeles, CA",Central Time (US & Canada)
114,569872058613673984,positive,0.6779999999999999,,,Virgin America,,Silvanabfer,,0,VirginAmerica Have great week ðâ,,2015-02-23 06:51:01 -0800,,
115,569861209781989377,positive,0.3482,,0.0,Virgin America,,AdamJdubs,,0,VirginAmerica come back # PHL already. We need take u horrible cold. # pleasecomeback http : //t.co/gLXFwP6nQH,,2015-02-23 06:07:54 -0800,Earth,Eastern Time (US & Canada)
116,569847920192655361,negative,1.0,Late Flight,1.0,Virgin America,,nicholas_v,,0,VirginAmerica I concern I fly plane need delay due `` tech stop '' ?,"[26.074379, -80.1416831]",2015-02-23 05:15:06 -0800,,Eastern Time (US & Canada)
117,569814339785338880,positive,1.0,,,Virgin America,,tstashajones,,0,"VirginAmerica best airline I fly on.Easy change reservation , helpful representative & amp ; comfortable fly experience",,2015-02-23 03:01:39 -0800,"Halifax, Nova Scotia, Canada",Eastern Time (US & Canada)
118,569777607371128834,positive,1.0,,,Virgin America,,SkateMamas,,0,VirginAmerica ! Another rep kick butt ! Naelah represent team beautifully ! ! Thank ! ! !,,2015-02-23 00:35:42 -0800,"Los Angeles, CA",
119,569774078233419776,positive,1.0,,,Virgin America,,dngoo,,0,VirginAmerica beautiful front-end design right ; cool still book ticket b/c back-end secure .,,2015-02-23 00:21:40 -0800,"Near a park, water, or lights",Pacific Time (US & Canada)
120,569770363623575552,positive,1.0,,,Virgin America,,SamBrittenham,,0,"VirginAmerica Love team run Gate E9 LAS tonight. Waited delayed flight , keep thing entertain",,2015-02-23 00:06:55 -0800,USA,Eastern Time (US & Canada)
